treatment,wp,n_circles,seed,strategy,init,selection_scheme,archive_mode,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
B+arch_reintro,WP2,15,17,SINGLE_VARIANCE,lhs,comma,reintroduction,0.26614005,0.21971685,100200,477,,,
B+arch_reintro,WP2,15,18,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28381779,0.16788835,100200,477,,,
B+arch_reintro,WP2,15,19,SINGLE_VARIANCE,lhs,comma,reintroduction,0.27940814,0.18081678,100200,477,,,
B+arch_reintro,WP2,15,20,SINGLE_VARIANCE,lhs,comma,reintroduction,0.27664876,0.18890688,100200,477,,,
B+arch_reintro,WP2,15,21,SINGLE_VARIANCE,lhs,comma,reintroduction,0.26784095,0.21473008,100200,477,,,
B+arch_reintro,WP2,15,22,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28421694,0.1667181,100200,477,,,
B+arch_reintro,WP2,15,23,SINGLE_VARIANCE,lhs,comma,reintroduction,0.2741213,0.19631701,100200,477,,,
B+arch_reintro,WP2,15,24,SINGLE_VARIANCE,lhs,comma,reintroduction,0.26048819,0.23628726,100200,477,,,
B+arch_reintro,WP2,20,0,SINGLE_VARIANCE,lhs,comma,reintroduction,0.23411743,0.18315453,100200,477,,,
B+arch_reintro,WP2,20,1,SINGLE_VARIANCE,lhs,comma,reintroduction,0.19354396,0.32471704,100200,477,,,
B+arch_reintro,WP2,20,2,SINGLE_VARIANCE,lhs,comma,reintroduction,0.21716173,0.24231368,100200,477,,,
B+arch_reintro,WP2,20,3,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22732579,0.20685086,100200,477,,,
B+arch_reintro,WP2,20,4,SINGLE_VARIANCE,lhs,comma,reintroduction,0.23694841,0.17327713,100200,477,,,
B+arch_reintro,WP2,20,5,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22515037,0.21444098,100200,477,,,
B+arch_reintro,WP2,20,6,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22492604,0.21522366,100200,477,,,
B+arch_reintro,WP2,20,7,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22634578,0.21027015,100200,477,,,
B+arch_reintro,WP2,20,8,SINGLE_VARIANCE,lhs,comma,reintroduction,0.20783253,0.27486364,100200,477,,,
B+arch_reintro,WP2,20,9,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22860761,0.20237853,100200,477,,,
B+arch_reintro,WP2,20,10,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22109724,0.2285825,100200,477,,,
B+arch_reintro,WP2,20,11,SINGLE_VARIANCE,lhs,comma,reintroduction,0.24064121,0.16039277,100200,477,,,
B+arch_reintro,WP2,20,12,SINGLE_VARIANCE,lhs,comma,reintroduction,0.23675187,0.17396287,100200,477,,,
B+arch_reintro,WP2,20,13,SINGLE_VARIANCE,lhs,comma,reintroduction,0.21987461,0.23284832,100200,477,,,
B+arch_reintro,WP2,20,14,SINGLE_VARIANCE,lhs,comma,reintroduction,0.23047035,0.19587935,100200,477,,,
B+arch_reintro,WP2,20,15,SINGLE_VARIANCE,lhs,comma,reintroduction,0.2242723,0.2175046,100200,477,,,
B+arch_reintro,WP2,20,16,SINGLE_VARIANCE,lhs,comma,reintroduction,0.23675152,0.17396409,100200,477,,,
B+arch_reintro,WP2,20,17,SINGLE_VARIANCE,lhs,comma,reintroduction,0.20607277,0.28100352,100200,477,,,
B+arch_reintro,WP2,20,18,SINGLE_VARIANCE,lhs,comma,reintroduction,0.2000231,0.30211106,100200,477,,,
B+arch_reintro,WP2,20,19,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22668809,0.2090758,100200,477,,,
B+arch_reintro,WP2,20,20,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22691372,0.20828857,100200,477,,,
B+arch_reintro,WP2,20,21,SINGLE_VARIANCE,lhs,comma,reintroduction,0.21823734,0.23856083,100200,477,,,
B+arch_reintro,WP2,20,22,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22724193,0.20714344,100200,477,,,
B+arch_reintro,WP2,20,23,SINGLE_VARIANCE,lhs,comma,reintroduction,0.22067997,0.23003839,100200,477,,,
B+arch_reintro,WP2,20,24,SINGLE_VARIANCE,lhs,comma,reintroduction,0.24276098,0.15299681,100200,477,,,
